periodo_origen;periodo_destino;seccion_origen;seccion_destino;Tipo;n_ruc
202505;202506;S;U;Asociaciones;2
202505;202506;T;T;Asociaciones;3
202505;202506;U;U;Asociaciones;12
202505;202506;0;0;Empresa individual de resp. Ltda.;1359
202505;202506;0;C;Empresa individual de resp. Ltda.;2
202505;202506;0;F;Empresa individual de resp. Ltda.;3
202505;202506;0;G;Empresa individual de resp. Ltda.;4
202505;202506;0;I;Empresa individual de resp. Ltda.;1
202505;202506;0;M;Empresa individual de resp. Ltda.;2
202505;202506;0;N;Empresa individual de resp. Ltda.;1
202505;202506;0;R;Empresa individual de resp. Ltda.;1
202505;202506;A;A;Empresa individual de resp. Ltda.;4213
202505;202506;A;B;Empresa individual de resp. Ltda.;1
202505;202506;A;C;Empresa individual de resp. Ltda.;2
202505;202506;A;E;Empresa individual de resp. Ltda.;1
202505;202506;A;F;Empresa individual de resp. Ltda.;3
202505;202506;A;G;Empresa individual de resp. Ltda.;13
202505;202506;A;H;Empresa individual de resp. Ltda.;2
202505;202506;A;I;Empresa individual de resp. Ltda.;1
202505;202506;A;J;Empresa individual de resp. Ltda.;1
202505;202506;A;S;Empresa individual de resp. Ltda.;1
202505;202506;B;B;Empresa individual de resp. Ltda.;3948
202505;202506;B;C;Empresa individual de resp. Ltda.;3
202505;202506;B;F;Empresa individual de resp. Ltda.;6
202505;202506;B;G;Empresa individual de resp. Ltda.;27
202505;202506;B;H;Empresa individual de resp. Ltda.;16
202505;202506;B;I;Empresa individual de resp. Ltda.;1
202505;202506;B;L;Empresa individual de resp. Ltda.;1
202505;202506;B;M;Empresa individual de resp. Ltda.;5
202505;202506;B;N;Empresa individual de resp. Ltda.;10
202505;202506;B;O;Empresa individual de resp. Ltda.;1
202505;202506;B;S;Empresa individual de resp. Ltda.;1
202505;202506;C;A;Empresa individual de resp. Ltda.;4
202505;202506;C;B;Empresa individual de resp. Ltda.;5
202505;202506;C;C;Empresa individual de resp. Ltda.;25844
202505;202506;C;E;Empresa individual de resp. Ltda.;2
202505;202506;C;F;Empresa individual de resp. Ltda.;12
202505;202506;C;G;Empresa individual de resp. Ltda.;116
202505;202506;C;H;Empresa individual de resp. Ltda.;11
202505;202506;C;I;Empresa individual de resp. Ltda.;12
202505;202506;C;J;Empresa individual de resp. Ltda.;7
202505;202506;C;M;Empresa individual de resp. Ltda.;14
202505;202506;C;N;Empresa individual de resp. Ltda.;21
202505;202506;C;Q;Empresa individual de resp. Ltda.;1
202505;202506;C;R;Empresa individual de resp. Ltda.;1
202505;202506;C;S;Empresa individual de resp. Ltda.;8
202505;202506;D;D;Empresa individual de resp. Ltda.;421
202505;202506;E;C;Empresa individual de resp. Ltda.;1
202505;202506;E;E;Empresa individual de resp. Ltda.;801
202505;202506;E;F;Empresa individual de resp. Ltda.;2
202505;202506;E;G;Empresa individual de resp. Ltda.;13
202505;202506;E;H;Empresa individual de resp. Ltda.;3
202505;202506;E;I;Empresa individual de resp. Ltda.;1
202505;202506;E;N;Empresa individual de resp. Ltda.;1
202505;202506;F;A;Empresa individual de resp. Ltda.;1
202505;202506;F;B;Empresa individual de resp. Ltda.;4
202505;202506;F;C;Empresa individual de resp. Ltda.;20
202505;202506;F;E;Empresa individual de resp. Ltda.;5
202505;202506;F;F;Empresa individual de resp. Ltda.;18582
202505;202506;F;G;Empresa individual de resp. Ltda.;79
202505;202506;F;H;Empresa individual de resp. Ltda.;17
202505;202506;F;I;Empresa individual de resp. Ltda.;6
202505;202506;F;J;Empresa individual de resp. Ltda.;8
202505;202506;F;L;Empresa individual de resp. Ltda.;1
202505;202506;F;M;Empresa individual de resp. Ltda.;21
202505;202506;F;N;Empresa individual de resp. Ltda.;22
202505;202506;F;Q;Empresa individual de resp. Ltda.;1
202505;202506;F;R;Empresa individual de resp. Ltda.;1
202505;202506;F;S;Empresa individual de resp. Ltda.;3
202505;202506;G;A;Empresa individual de resp. Ltda.;13
202505;202506;G;B;Empresa individual de resp. Ltda.;37
202505;202506;G;C;Empresa individual de resp. Ltda.;144
202505;202506;G;D;Empresa individual de resp. Ltda.;1
202505;202506;G;E;Empresa individual de resp. Ltda.;6
202505;202506;G;F;Empresa individual de resp. Ltda.;82
202505;202506;G;G;Empresa individual de resp. Ltda.;103422
202505;202506;G;H;Empresa individual de resp. Ltda.;80
202505;202506;G;I;Empresa individual de resp. Ltda.;35
202505;202506;G;J;Empresa individual de resp. Ltda.;20
202505;202506;G;K;Empresa individual de resp. Ltda.;6
202505;202506;G;L;Empresa individual de resp. Ltda.;9
202505;202506;G;M;Empresa individual de resp. Ltda.;62
202505;202506;G;N;Empresa individual de resp. Ltda.;69
202505;202506;G;O;Empresa individual de resp. Ltda.;1
202505;202506;G;P;Empresa individual de resp. Ltda.;4
202505;202506;G;Q;Empresa individual de resp. Ltda.;5
202505;202506;G;R;Empresa individual de resp. Ltda.;12
202505;202506;G;S;Empresa individual de resp. Ltda.;34
202505;202506;H;A;Empresa individual de resp. Ltda.;6
202505;202506;H;B;Empresa individual de resp. Ltda.;24
202505;202506;H;C;Empresa individual de resp. Ltda.;11
202505;202506;H;D;Empresa individual de resp. Ltda.;1
202505;202506;H;F;Empresa individual de resp. Ltda.;12
202505;202506;H;G;Empresa individual de resp. Ltda.;75
202505;202506;H;H;Empresa individual de resp. Ltda.;21241
202505;202506;H;I;Empresa individual de resp. Ltda.;5
202505;202506;H;L;Empresa individual de resp. Ltda.;2
202505;202506;H;M;Empresa individual de resp. Ltda.;10
202505;202506;H;N;Empresa individual de resp. Ltda.;23
202505;202506;H;R;Empresa individual de resp. Ltda.;2
202505;202506;H;S;Empresa individual de resp. Ltda.;2
202505;202506;I;B;Empresa individual de resp. Ltda.;1
202505;202506;I;C;Empresa individual de resp. Ltda.;9
202505;202506;I;F;Empresa individual de resp. Ltda.;2
202505;202506;I;G;Empresa individual de resp. Ltda.;27
202505;202506;I;H;Empresa individual de resp. Ltda.;2
202505;202506;I;I;Empresa individual de resp. Ltda.;12548
202505;202506;I;J;Empresa individual de resp. Ltda.;2
202505;202506;I;L;Empresa individual de resp. Ltda.;1
202505;202506;I;M;Empresa individual de resp. Ltda.;2
202505;202506;I;N;Empresa individual de resp. Ltda.;3
202505;202506;I;R;Empresa individual de resp. Ltda.;4
202505;202506;I;S;Empresa individual de resp. Ltda.;2
202505;202506;J;C;Empresa individual de resp. Ltda.;3
202505;202506;J;D;Empresa individual de resp. Ltda.;1
202505;202506;J;F;Empresa individual de resp. Ltda.;1
202505;202506;J;G;Empresa individual de resp. Ltda.;13
202505;202506;J;H;Empresa individual de resp. Ltda.;2
202505;202506;J;J;Empresa individual de resp. Ltda.;7046
202505;202506;J;N;Empresa individual de resp. Ltda.;4
202505;202506;J;P;Empresa individual de resp. Ltda.;1
202505;202506;J;S;Empresa individual de resp. Ltda.;2
202505;202506;K;G;Empresa individual de resp. Ltda.;7
202505;202506;K;J;Empresa individual de resp. Ltda.;1
202505;202506;K;K;Empresa individual de resp. Ltda.;770
202505;202506;K;N;Empresa individual de resp. Ltda.;2
202505;202506;L;C;Empresa individual de resp. Ltda.;3
202505;202506;L;F;Empresa individual de resp. Ltda.;2
202505;202506;L;G;Empresa individual de resp. Ltda.;4
202505;202506;L;I;Empresa individual de resp. Ltda.;3
202505;202506;L;J;Empresa individual de resp. Ltda.;1
202505;202506;L;L;Empresa individual de resp. Ltda.;2409
202505;202506;L;M;Empresa individual de resp. Ltda.;2
202505;202506;L;N;Empresa individual de resp. Ltda.;3
202505;202506;L;R;Empresa individual de resp. Ltda.;3
202505;202506;L;S;Empresa individual de resp. Ltda.;1
202505;202506;M;B;Empresa individual de resp. Ltda.;1
202505;202506;M;C;Empresa individual de resp. Ltda.;23
202505;202506;M;F;Empresa individual de resp. Ltda.;24
202505;202506;M;G;Empresa individual de resp. Ltda.;64
202505;202506;M;H;Empresa individual de resp. Ltda.;9
202505;202506;M;I;Empresa individual de resp. Ltda.;5
202505;202506;M;J;Empresa individual de resp. Ltda.;3
202505;202506;M;M;Empresa individual de resp. Ltda.;24525
202505;202506;M;N;Empresa individual de resp. Ltda.;20
202505;202506;M;O;Empresa individual de resp. Ltda.;1
202505;202506;M;P;Empresa individual de resp. Ltda.;2
202505;202506;M;R;Empresa individual de resp. Ltda.;5
202505;202506;M;S;Empresa individual de resp. Ltda.;7
202505;202506;N;A;Empresa individual de resp. Ltda.;2
202505;202506;N;B;Empresa individual de resp. Ltda.;11
202505;202506;N;C;Empresa individual de resp. Ltda.;14
202505;202506;N;E;Empresa individual de resp. Ltda.;2
202505;202506;N;F;Empresa individual de resp. Ltda.;16
202505;202506;N;G;Empresa individual de resp. Ltda.;64
202505;202506;N;H;Empresa individual de resp. Ltda.;24
202505;202506;N;I;Empresa individual de resp. Ltda.;4
202505;202506;N;J;Empresa individual de resp. Ltda.;3
202505;202506;N;M;Empresa individual de resp. Ltda.;20
202505;202506;N;N;Empresa individual de resp. Ltda.;12799
202505;202506;N;O;Empresa individual de resp. Ltda.;1
202505;202506;N;P;Empresa individual de resp. Ltda.;2
202505;202506;N;R;Empresa individual de resp. Ltda.;4
202505;202506;N;S;Empresa individual de resp. Ltda.;6
202505;202506;O;G;Empresa individual de resp. Ltda.;2
202505;202506;O;O;Empresa individual de resp. Ltda.;167
202505;202506;P;G;Empresa individual de resp. Ltda.;8
202505;202506;P;J;Empresa individual de resp. Ltda.;1
202505;202506;P;M;Empresa individual de resp. Ltda.;1
202505;202506;P;N;Empresa individual de resp. Ltda.;1
202505;202506;P;P;Empresa individual de resp. Ltda.;6227
202505;202506;P;S;Empresa individual de resp. Ltda.;3
202505;202506;Q;F;Empresa individual de resp. Ltda.;2
202505;202506;Q;G;Empresa individual de resp. Ltda.;3
202505;202506;Q;Q;Empresa individual de resp. Ltda.;11209
202505;202506;R;C;Empresa individual de resp. Ltda.;5
202505;202506;R;G;Empresa individual de resp. Ltda.;15
202505;202506;R;H;Empresa individual de resp. Ltda.;1
202505;202506;R;I;Empresa individual de resp. Ltda.;2
202505;202506;R;J;Empresa individual de resp. Ltda.;1
202505;202506;R;L;Empresa individual de resp. Ltda.;1
202505;202506;R;M;Empresa individual de resp. Ltda.;2
202505;202506;R;N;Empresa individual de resp. Ltda.;3
202505;202506;R;P;Empresa individual de resp. Ltda.;1
202505;202506;R;R;Empresa individual de resp. Ltda.;2469
202505;202506;R;S;Empresa individual de resp. Ltda.;2
202505;202506;S;A;Empresa individual de resp. Ltda.;1
202505;202506;S;B;Empresa individual de resp. Ltda.;1
202505;202506;S;C;Empresa individual de resp. Ltda.;19
202505;202506;S;F;Empresa individual de resp. Ltda.;13
202505;202506;S;G;Empresa individual de resp. Ltda.;51
202505;202506;S;H;Empresa individual de resp. Ltda.;7
202505;202506;S;I;Empresa individual de resp. Ltda.;7
202505;202506;S;J;Empresa individual de resp. Ltda.;2
202505;202506;S;K;Empresa individual de resp. Ltda.;1
202505;202506;S;L;Empresa individual de resp. Ltda.;1
202505;202506;S;M;Empresa individual de resp. Ltda.;11
202505;202506;S;N;Empresa individual de resp. Ltda.;14
202505;202506;S;Q;Empresa individual de resp. Ltda.;1
202505;202506;S;R;Empresa individual de resp. Ltda.;1
202505;202506;S;S;Empresa individual de resp. Ltda.;9093
202505;202506;T;T;Empresa individual de resp. Ltda.;10
202505;202506;U;U;Empresa individual de resp. Ltda.;3
202505;202506;0;0;Otros;853
202505;202506;0;A;Otros;1
202505;202506;0;B;Otros;1
202505;202506;0;K;Otros;1
202505;202506;A;A;Otros;1277
202505;202506;A;C;Otros;1
202505;202506;A;H;Otros;1
202505;202506;B;B;Otros;174
202505;202506;C;C;Otros;279
202505;202506;D;D;Otros;26
202505;202506;E;E;Otros;38
202505;202506;F;E;Otros;1
202505;202506;F;F;Otros;6922
202505;202506;F;G;Otros;1
202505;202506;F;M;Otros;2
202505;202506;G;G;Otros;720
202505;202506;G;J;Otros;1
202505;202506;H;H;Otros;246
202505;202506;I;I;Otros;55
202505;202506;J;J;Otros;143
202505;202506;K;A;Otros;1
202505;202506;K;G;Otros;1
202505;202506;K;K;Otros;772
202505;202506;K;P;Otros;1
202505;202506;K;S;Otros;1
202505;202506;L;L;Otros;162
202505;202506;M;F;Otros;4
202505;202506;M;M;Otros;5833
202505;202506;N;N;Otros;283
202505;202506;O;O;Otros;24
202505;202506;P;P;Otros;88
202505;202506;Q;Q;Otros;41
202505;202506;R;M;Otros;1
202505;202506;R;R;Otros;20
202505;202506;S;L;Otros;1
202505;202506;S;S;Otros;6296
202505;202506;U;U;Otros;4
202505;202506;0;0;Persona natural;468369
202505;202506;0;A;Persona natural;16
202505;202506;0;B;Persona natural;15
202505;202506;0;C;Persona natural;91
202505;202506;0;E;Persona natural;1
202505;202506;0;F;Persona natural;26
202505;202506;0;G;Persona natural;507
202505;202506;0;H;Persona natural;56
202505;202506;0;I;Persona natural;126
202505;202506;0;J;Persona natural;13
202505;202506;0;K;Persona natural;4
202505;202506;0;L;Persona natural;15
202505;202506;0;M;Persona natural;63
202505;202506;0;N;Persona natural;50
202505;202506;0;O;Persona natural;9
202505;202506;0;P;Persona natural;13
202505;202506;0;Q;Persona natural;12
202505;202506;0;R;Persona natural;14
202505;202506;0;S;Persona natural;161
202505;202506;A;A;Persona natural;21112
202505;202506;A;B;Persona natural;3
202505;202506;A;C;Persona natural;12
202505;202506;A;F;Persona natural;1
202505;202506;A;G;Persona natural;41
202505;202506;A;H;Persona natural;16
202505;202506;A;I;Persona natural;9
202505;202506;A;L;Persona natural;2
202505;202506;A;M;Persona natural;9
202505;202506;A;N;Persona natural;4
202505;202506;A;O;Persona natural;1
202505;202506;A;P;Persona natural;1
202505;202506;A;R;Persona natural;1
202505;202506;A;S;Persona natural;14
202505;202506;B;A;Persona natural;2
202505;202506;B;B;Persona natural;14073
202505;202506;B;C;Persona natural;4
202505;202506;B;F;Persona natural;2
202505;202506;B;G;Persona natural;43
202505;202506;B;H;Persona natural;23
202505;202506;B;I;Persona natural;6
202505;202506;B;J;Persona natural;2
202505;202506;B;K;Persona natural;1
202505;202506;B;L;Persona natural;1
202505;202506;B;M;Persona natural;3
202505;202506;B;N;Persona natural;20
202505;202506;B;O;Persona natural;1
202505;202506;B;P;Persona natural;1
202505;202506;B;S;Persona natural;4
202505;202506;C;A;Persona natural;5
202505;202506;C;B;Persona natural;8
202505;202506;C;C;Persona natural;148458
202505;202506;C;D;Persona natural;3
202505;202506;C;E;Persona natural;2
202505;202506;C;F;Persona natural;35
202505;202506;C;G;Persona natural;403
202505;202506;C;H;Persona natural;38
202505;202506;C;I;Persona natural;47
202505;202506;C;J;Persona natural;2
202505;202506;C;K;Persona natural;1
202505;202506;C;L;Persona natural;5
202505;202506;C;M;Persona natural;35
202505;202506;C;N;Persona natural;37
202505;202506;C;O;Persona natural;15
202505;202506;C;P;Persona natural;4
202505;202506;C;Q;Persona natural;1
202505;202506;C;R;Persona natural;11
202505;202506;C;S;Persona natural;66
202505;202506;D;C;Persona natural;3
202505;202506;D;D;Persona natural;711
202505;202506;D;G;Persona natural;1
202505;202506;D;I;Persona natural;1
202505;202506;D;S;Persona natural;2
202505;202506;E;C;Persona natural;4
202505;202506;E;E;Persona natural;2584
202505;202506;E;F;Persona natural;4
202505;202506;E;G;Persona natural;7
202505;202506;E;H;Persona natural;3
202505;202506;E;M;Persona natural;1
202505;202506;E;S;Persona natural;3
202505;202506;F;B;Persona natural;2
202505;202506;F;C;Persona natural;26
202505;202506;F;E;Persona natural;1
202505;202506;F;F;Persona natural;20236
202505;202506;F;G;Persona natural;59
202505;202506;F;H;Persona natural;13
202505;202506;F;I;Persona natural;6
202505;202506;F;J;Persona natural;1
202505;202506;F;L;Persona natural;1
202505;202506;F;M;Persona natural;17
202505;202506;F;N;Persona natural;12
202505;202506;F;O;Persona natural;1
202505;202506;F;R;Persona natural;2
202505;202506;F;S;Persona natural;17
202505;202506;G;A;Persona natural;56
202505;202506;G;B;Persona natural;91
202505;202506;G;C;Persona natural;438
202505;202506;G;D;Persona natural;10
202505;202506;G;E;Persona natural;10
202505;202506;G;F;Persona natural;69
202505;202506;G;G;Persona natural;941223
202505;202506;G;H;Persona natural;316
202505;202506;G;I;Persona natural;377
202505;202506;G;J;Persona natural;36
202505;202506;G;K;Persona natural;21
202505;202506;G;L;Persona natural;31
202505;202506;G;M;Persona natural;212
202505;202506;G;N;Persona natural;218
202505;202506;G;O;Persona natural;63
202505;202506;G;P;Persona natural;25
202505;202506;G;Q;Persona natural;39
202505;202506;G;R;Persona natural;51
202505;202506;G;S;Persona natural;419
202505;202506;H;A;Persona natural;14
202505;202506;H;B;Persona natural;27
202505;202506;H;C;Persona natural;41
202505;202506;H;E;Persona natural;3
202505;202506;H;F;Persona natural;9
202505;202506;H;G;Persona natural;201
202505;202506;H;H;Persona natural;122618
202505;202506;H;I;Persona natural;22
202505;202506;H;J;Persona natural;3
202505;202506;H;L;Persona natural;7
202505;202506;H;M;Persona natural;18
202505;202506;H;N;Persona natural;46
202505;202506;H;O;Persona natural;7
202505;202506;H;P;Persona natural;1
202505;202506;H;Q;Persona natural;3
202505;202506;H;R;Persona natural;5
202505;202506;H;S;Persona natural;72
202505;202506;I;A;Persona natural;9
202505;202506;I;B;Persona natural;12
202505;202506;I;C;Persona natural;51
202505;202506;I;E;Persona natural;1
202505;202506;I;F;Persona natural;12
202505;202506;I;G;Persona natural;275
202505;202506;I;H;Persona natural;48
202505;202506;I;I;Persona natural;228383
202505;202506;I;J;Persona natural;9
202505;202506;I;K;Persona natural;2
202505;202506;I;L;Persona natural;10
202505;202506;I;M;Persona natural;46
202505;202506;I;N;Persona natural;36
202505;202506;I;O;Persona natural;17
202505;202506;I;P;Persona natural;6
202505;202506;I;Q;Persona natural;5
202505;202506;I;R;Persona natural;20
202505;202506;I;S;Persona natural;87
202505;202506;J;B;Persona natural;1
202505;202506;J;C;Persona natural;8
202505;202506;J;D;Persona natural;1
202505;202506;J;F;Persona natural;2
202505;202506;J;G;Persona natural;38
202505;202506;J;H;Persona natural;3
202505;202506;J;I;Persona natural;6
202505;202506;J;J;Persona natural;21189
202505;202506;J;M;Persona natural;12
202505;202506;J;N;Persona natural;8
202505;202506;J;O;Persona natural;4
202505;202506;J;P;Persona natural;1
202505;202506;J;R;Persona natural;5
202505;202506;J;S;Persona natural;14
202505;202506;K;B;Persona natural;2
202505;202506;K;C;Persona natural;1
202505;202506;K;F;Persona natural;1
202505;202506;K;G;Persona natural;11
202505;202506;K;K;Persona natural;5103
202505;202506;K;L;Persona natural;1
202505;202506;K;M;Persona natural;3
202505;202506;K;N;Persona natural;1
202505;202506;K;S;Persona natural;3
202505;202506;L;A;Persona natural;1
202505;202506;L;B;Persona natural;2
202505;202506;L;C;Persona natural;2
202505;202506;L;F;Persona natural;1
202505;202506;L;G;Persona natural;20
202505;202506;L;H;Persona natural;4
202505;202506;L;I;Persona natural;5
202505;202506;L;L;Persona natural;11785
202505;202506;L;M;Persona natural;1
202505;202506;L;N;Persona natural;7
202505;202506;L;O;Persona natural;2
202505;202506;L;S;Persona natural;9
202505;202506;M;B;Persona natural;6
202505;202506;M;C;Persona natural;29
202505;202506;M;D;Persona natural;2
202505;202506;M;E;Persona natural;2
202505;202506;M;F;Persona natural;16
202505;202506;M;G;Persona natural;119
202505;202506;M;H;Persona natural;18
202505;202506;M;I;Persona natural;23
202505;202506;M;J;Persona natural;3
202505;202506;M;K;Persona natural;1
202505;202506;M;L;Persona natural;1
202505;202506;M;M;Persona natural;71574
202505;202506;M;N;Persona natural;11
202505;202506;M;O;Persona natural;10
202505;202506;M;P;Persona natural;5
202505;202506;M;Q;Persona natural;3
202505;202506;M;R;Persona natural;8
202505;202506;M;S;Persona natural;39
202505;202506;N;A;Persona natural;3
202505;202506;N;B;Persona natural;13
202505;202506;N;C;Persona natural;39
202505;202506;N;E;Persona natural;1
202505;202506;N;F;Persona natural;15
202505;202506;N;G;Persona natural;170
202505;202506;N;H;Persona natural;46
202505;202506;N;I;Persona natural;29
202505;202506;N;J;Persona natural;2
202505;202506;N;K;Persona natural;1
202505;202506;N;L;Persona natural;3
202505;202506;N;M;Persona natural;28
202505;202506;N;N;Persona natural;55973
202505;202506;N;O;Persona natural;9
202505;202506;N;P;Persona natural;2
202505;202506;N;Q;Persona natural;5
202505;202506;N;R;Persona natural;10
202505;202506;N;S;Persona natural;34
202505;202506;O;C;Persona natural;7
202505;202506;O;G;Persona natural;38
202505;202506;O;H;Persona natural;2
202505;202506;O;I;Persona natural;1
202505;202506;O;J;Persona natural;3
202505;202506;O;M;Persona natural;10
202505;202506;O;N;Persona natural;4
202505;202506;O;O;Persona natural;8963
202505;202506;O;S;Persona natural;14
202505;202506;P;B;Persona natural;1
202505;202506;P;E;Persona natural;1
202505;202506;P;G;Persona natural;18
202505;202506;P;H;Persona natural;4
202505;202506;P;I;Persona natural;1
202505;202506;P;J;Persona natural;1
202505;202506;P;L;Persona natural;1
202505;202506;P;M;Persona natural;2
202505;202506;P;N;Persona natural;3
202505;202506;P;O;Persona natural;6
202505;202506;P;P;Persona natural;14526
202505;202506;P;Q;Persona natural;3
202505;202506;P;R;Persona natural;3
202505;202506;P;S;Persona natural;9
202505;202506;Q;A;Persona natural;2
202505;202506;Q;C;Persona natural;2
202505;202506;Q;F;Persona natural;1
202505;202506;Q;G;Persona natural;24
202505;202506;Q;H;Persona natural;1
202505;202506;Q;I;Persona natural;5
202505;202506;Q;J;Persona natural;1
202505;202506;Q;M;Persona natural;3
202505;202506;Q;N;Persona natural;2
202505;202506;Q;O;Persona natural;2
202505;202506;Q;P;Persona natural;2
202505;202506;Q;Q;Persona natural;22216
202505;202506;Q;S;Persona natural;16
202505;202506;R;B;Persona natural;1
202505;202506;R;C;Persona natural;7
202505;202506;R;F;Persona natural;3
202505;202506;R;G;Persona natural;41
202505;202506;R;H;Persona natural;6
202505;202506;R;I;Persona natural;11
202505;202506;R;J;Persona natural;1
202505;202506;R;L;Persona natural;3
202505;202506;R;M;Persona natural;7
202505;202506;R;N;Persona natural;12
202505;202506;R;O;Persona natural;3
202505;202506;R;P;Persona natural;6
202505;202506;R;R;Persona natural;17860
202505;202506;R;S;Persona natural;12
202505;202506;S;A;Persona natural;15
202505;202506;S;B;Persona natural;20
202505;202506;S;C;Persona natural;95
202505;202506;S;D;Persona natural;1
202505;202506;S;E;Persona natural;2
202505;202506;S;F;Persona natural;35
202505;202506;S;G;Persona natural;445
202505;202506;S;H;Persona natural;88
202505;202506;S;I;Persona natural;114
202505;202506;S;J;Persona natural;17
202505;202506;S;K;Persona natural;8
202505;202506;S;L;Persona natural;14
202505;202506;S;M;Persona natural;76
202505;202506;S;N;Persona natural;70
202505;202506;S;O;Persona natural;37
202505;202506;S;P;Persona natural;7
202505;202506;S;Q;Persona natural;17
202505;202506;S;R;Persona natural;26
202505;202506;S;S;Persona natural;231084
202505;202506;T;C;Persona natural;1
202505;202506;T;H;Persona natural;1
202505;202506;T;T;Persona natural;681
202505;202506;U;U;Persona natural;23
202505;202506;0;0;Sociedad anónima;2292
202505;202506;0;C;Sociedad anónima;1
202505;202506;0;F;Sociedad anónima;2
202505;202506;0;G;Sociedad anónima;2
202505;202506;0;H;Sociedad anónima;1
202505;202506;0;K;Sociedad anónima;1
202505;202506;0;L;Sociedad anónima;1
202505;202506;0;M;Sociedad anónima;5
202505;202506;0;N;Sociedad anónima;2
202505;202506;0;Q;Sociedad anónima;1
202505;202506;0;S;Sociedad anónima;1
202505;202506;A;A;Sociedad anónima;7314
202505;202506;A;C;Sociedad anónima;6
202505;202506;A;D;Sociedad anónima;1
202505;202506;A;F;Sociedad anónima;1
202505;202506;A;G;Sociedad anónima;16
202505;202506;A;H;Sociedad anónima;6
202505;202506;A;I;Sociedad anónima;2
202505;202506;A;L;Sociedad anónima;2
202505;202506;A;M;Sociedad anónima;3
202505;202506;A;N;Sociedad anónima;1
202505;202506;A;O;Sociedad anónima;1
202505;202506;B;B;Sociedad anónima;4303
202505;202506;B;C;Sociedad anónima;6
202505;202506;B;F;Sociedad anónima;1
202505;202506;B;G;Sociedad anónima;13
202505;202506;B;H;Sociedad anónima;14
202505;202506;B;I;Sociedad anónima;1
202505;202506;B;L;Sociedad anónima;2
202505;202506;B;M;Sociedad anónima;7
202505;202506;B;N;Sociedad anónima;8
202505;202506;C;A;Sociedad anónima;4
202505;202506;C;B;Sociedad anónima;3
202505;202506;C;C;Sociedad anónima;38266
202505;202506;C;F;Sociedad anónima;31
202505;202506;C;G;Sociedad anónima;129
202505;202506;C;H;Sociedad anónima;19
202505;202506;C;I;Sociedad anónima;13
202505;202506;C;J;Sociedad anónima;3
202505;202506;C;M;Sociedad anónima;21
202505;202506;C;N;Sociedad anónima;22
202505;202506;C;P;Sociedad anónima;1
202505;202506;C;Q;Sociedad anónima;2
202505;202506;C;R;Sociedad anónima;2
202505;202506;C;S;Sociedad anónima;14
202505;202506;D;C;Sociedad anónima;1
202505;202506;D;D;Sociedad anónima;1072
202505;202506;D;F;Sociedad anónima;2
202505;202506;D;G;Sociedad anónima;4
202505;202506;D;N;Sociedad anónima;1
202505;202506;D;S;Sociedad anónima;1
202505;202506;E;B;Sociedad anónima;1
202505;202506;E;E;Sociedad anónima;1075
202505;202506;E;F;Sociedad anónima;1
202505;202506;E;G;Sociedad anónima;5
202505;202506;E;H;Sociedad anónima;4
202505;202506;E;I;Sociedad anónima;1
202505;202506;E;N;Sociedad anónima;2
202505;202506;E;S;Sociedad anónima;1
202505;202506;F;A;Sociedad anónima;1
202505;202506;F;B;Sociedad anónima;8
202505;202506;F;C;Sociedad anónima;29
202505;202506;F;D;Sociedad anónima;2
202505;202506;F;E;Sociedad anónima;3
202505;202506;F;F;Sociedad anónima;32164
202505;202506;F;G;Sociedad anónima;94
202505;202506;F;H;Sociedad anónima;33
202505;202506;F;I;Sociedad anónima;1
202505;202506;F;J;Sociedad anónima;5
202505;202506;F;L;Sociedad anónima;5
202505;202506;F;M;Sociedad anónima;51
202505;202506;F;N;Sociedad anónima;34
202505;202506;F;Q;Sociedad anónima;1
202505;202506;F;R;Sociedad anónima;2
202505;202506;F;S;Sociedad anónima;6
202505;202506;G;A;Sociedad anónima;15
202505;202506;G;B;Sociedad anónima;24
202505;202506;G;C;Sociedad anónima;146
202505;202506;G;E;Sociedad anónima;6
202505;202506;G;F;Sociedad anónima;79
202505;202506;G;G;Sociedad anónima;112153
202505;202506;G;H;Sociedad anónima;91
202505;202506;G;I;Sociedad anónima;39
202505;202506;G;J;Sociedad anónima;14
202505;202506;G;K;Sociedad anónima;4
202505;202506;G;L;Sociedad anónima;9
202505;202506;G;M;Sociedad anónima;81
202505;202506;G;N;Sociedad anónima;67
202505;202506;G;P;Sociedad anónima;4
202505;202506;G;Q;Sociedad anónima;8
202505;202506;G;R;Sociedad anónima;12
202505;202506;G;S;Sociedad anónima;19
202505;202506;H;A;Sociedad anónima;6
202505;202506;H;B;Sociedad anónima;14
202505;202506;H;C;Sociedad anónima;16
202505;202506;H;E;Sociedad anónima;4
202505;202506;H;F;Sociedad anónima;21
202505;202506;H;G;Sociedad anónima;91
202505;202506;H;H;Sociedad anónima;33621
202505;202506;H;I;Sociedad anónima;6
202505;202506;H;J;Sociedad anónima;2
202505;202506;H;K;Sociedad anónima;1
202505;202506;H;L;Sociedad anónima;1
202505;202506;H;M;Sociedad anónima;15
202505;202506;H;N;Sociedad anónima;38
202505;202506;H;R;Sociedad anónima;1
202505;202506;H;S;Sociedad anónima;4
202505;202506;I;A;Sociedad anónima;3
202505;202506;I;B;Sociedad anónima;1
202505;202506;I;C;Sociedad anónima;6
202505;202506;I;F;Sociedad anónima;2
202505;202506;I;G;Sociedad anónima;27
202505;202506;I;H;Sociedad anónima;3
